WellID	Well Number	Membrane Area (# pixels)	Membrane Total intensity	Membrane Mean intensity	W_O Membrane Area (# pixels)	W_O Membrane Total intensity	W_O Membrane Mean intensity	Intensity Ratio
I7	199	679086.0	118684145.0	175.57506193896486	446787.0	67060151.333333336	149.52362124269698	1.1742295998435117
K8	248	841481.6666666666	146499731.33333334	174.42141475381698	557701.3333333334	82888880.33333333	148.53936106779437	1.1742437391676261
M7	295	571761.0	100272167.33333333	175.82529835891907	377328.6666666667	56678815.0	149.73319362955615	1.1742573179459157
A14	14	269981.3333333333	47173849.333333336	174.01049057668365	196447.0	29214487.0	148.15178710213092	1.1745419611896182
N13	325	306977.0	53984405.666666664	175.77652254986143	215671.0	32254282.666666668	149.52659115189377	1.1755536001707025
H12	180	1082938.3333333333	190418203.0	175.9541776131442	701748.0	105007380.33333333	149.67643713093835	1.1755636423869298
I16	208	198086.66666666666	34805315.0	175.8787219735062	135093.0	20191134.666666668	149.58034789110397	1.175814366346759
D4	76	354043.3333333333	60912772.333333336	171.94264499621977	236370.0	34568773.0	146.22948782610035	1.1758411217352969
K21	261	713232.3333333334	127480980.66666667	178.96087776879486	463745.6666666667	70595682.33333333	152.03829171470247	1.1770776674116559
A19	19	345436.0	61296367.0	177.5494728183031	265249.3333333333	39997244.333333336	150.7938215742399	1.1774320125635296
L19	283	817476.3333333334	148129134.33333334	181.2848710406	511646.3333333333	79016516.0	153.91627907065893	1.1778147973378232
M4	292	286012.3333333333	49823073.666666664	174.03957040201445	194815.66666666666	28773609.666666668	147.75461511415452	1.1778960018781972
L14	278	318849.3333333333	56208539.0	176.34417105415957	219682.0	32926062.0	149.7088948078663	1.177913785820652
L4	268	447125.3333333333	78384828.0	174.53135629647605	294879.0	43776852.666666664	148.08913253121935	1.1785561392202921
F13	133	162817.66666666666	28825157.666666668	177.20018460978636	114809.0	17259924.333333332	150.2034936547428	1.1797341080301238
L11	275	327581.6666666667	58624783.0	179.4408051574134	234562.66666666666	35666087.0	152.0267256700961	1.1803240802989265
K14	254	756224.0	131339789.0	173.90233198477048	478330.3333333333	70749661.0	147.30422777081262	1.1805657897025281
M17	305	497960.0	89392614.0	179.47779474986928	365498.3333333333	55472024.0	151.9091521767688	1.1814811166941428
D14	86	177523.66666666666	31599454.333333332	177.22826289376178	122550.33333333333	18335796.666666668	149.9928596536083	1.1815779984663977
K12	252	388924.3333333333	68747874.0	176.55370215636808	267888.3333333333	39975233.666666664	149.36165503918406	1.182055073707173
K10	250	700108.3333333334	123073374.66666667	175.7292363896839	475426.0	70660427.66666667	148.63731973366183	1.1822686032321301
L20	284	388257.6666666667	70698457.33333333	182.62406842782056	273748.3333333333	42165820.0	154.3934488863225	1.1828485583108117
O17	353	541085.3333333334	97477480.0	180.5186568936756	374130.6666666667	57223351.666666664	152.60474144522263	1.18291643617425
L7	271	566812.3333333334	98519240.66666667	173.70813508744854	386085.3333333333	56866899.0	146.8404042839517	1.1829723292748604
P5	365	326232.0	56059078.0	171.79916867546726	233315.0	33891514.666666664	145.2096364470425	1.183111347697106
J21	237	475493.6666666667	86219821.33333333	180.24698543754585	327429.0	49844760.666666664	152.34988070363303	1.1831120878143724
I15	207	558746.3333333334	98189747.0	173.19485701490603	362221.6666666667	53629540.333333336	146.35106542991693	1.1834205409173724
I22	214	418357.0	76127997.0	180.8797694430792	276686.6666666667	42546521.333333336	152.83712279619388	1.1834805977359295
O5	341	279779.6666666667	49008753.0	175.39001862695662	204424.66666666666	30319774.0	148.19444950658328	1.183512737561505
H16	184	424683.3333333333	76707865.33333333	179.776630413392	276196.0	41999710.333333336	151.8866048208475	1.1836239978202239
P4	364	476658.6666666667	81809378.66666667	171.61823986037018	335922.6666666667	48726730.333333336	144.94832000452888	1.1839960604925122
G3	147	553400.3333333334	97097095.0	175.7761057459471	353398.3333333333	52568363.0	148.42623277052743	1.1842657626277129
N4	316	319276.0	57029994.0	178.10551247664247	220724.0	33187518.0	150.3557705715041	1.1845605379804265
I24	216	426161.0	75579091.33333333	176.81838341492872	298450.0	44703552.0	149.24341628415587	1.1847650490542965
M6	294	437946.6666666667	76303416.0	174.03052520734718	304157.6666666667	44698128.0	146.8851229518176	1.1848070227264202
G23	167	642593.3333333334	118172122.33333333	183.97127461018496	432125.3333333333	67184548.66666667	155.2723219593383	1.1848298028180588
F16	136	122560.66666666667	21503078.333333332	175.56182424172076	82356.33333333333	12261720.666666666	148.15073107976207	1.1850216530298523
P14	374	618790.3333333334	108106803.0	175.00868307022995	416072.6666666667	61713184.0	147.65696839664636	1.1852382245862554
J23	239	376307.0	67737530.33333333	179.99861512803918	286834.0	43549662.666666664	151.83823994649785	1.1854629979342752
G16	160	127223.66666666667	22477204.666666668	176.6600351138492	87560.66666666667	13048016.0	149.00528322654213	1.185595780823837
I4	196	393011.6666666667	69468047.66666667	176.2344796545516	256677.33333333334	38209898.666666664	148.5250114712274	1.1865643227955052
B14	38	532600.6666666666	93489607.33333333	176.2645254542872	367131.0	54476725.666666664	148.54146699829812	1.1866351465096727
K22	262	561302.0	101986510.66666667	181.0405183041272	372498.6666666667	56978950.333333336	152.51558499142763	1.1870296292297136
J7	223	417592.3333333333	73875540.66666667	177.31589565863655	284763.0	42676015.666666664	149.37694842946493	1.1870365375844067
O19	355	339557.0	61504834.0	181.31734887838346	235820.33333333334	36004495.666666664	152.71925614480486	1.1872592458573956
J4	220	295844.0	51472428.0	173.59367484761387	201517.66666666666	29508559.0	146.19856968890394	1.1873828534506459
M10	298	265093.6666666667	48774403.666666664	183.9240091794891	197621.66666666666	30593474.0	154.80290796181853	1.188117275063419
I5	197	568156.6666666666	96172630.33333333	169.49140470592454	394229.6666666667	56187698.666666664	142.63396720338793	1.1882962244486928
A15	15	284185.0	49561880.666666664	173.1816533832745	201960.33333333334	29446460.666666668	145.7385153414169	1.1883039495603989
O13	349	340548.6666666667	60076516.333333336	176.52762330719736	247472.66666666666	36736568.0	148.52069942151306	1.1885725289119364
P15	375	334654.3333333333	58720326.0	175.4061478379741	231539.0	34171204.0	147.56547750945265	1.18866655533804
H13	181	122974.66666666667	21784930.333333332	177.30852712915313	87031.33333333333	13004629.0	149.14970903489552	1.1887956622675642
K7	247	759458.6666666666	135854936.0	179.59285633774763	522295.6666666667	78927899.33333333	151.01652685547126	1.1892265043919665
M13	301	495957.0	87506772.33333333	176.46452830190674	335584.0	49782273.666666664	148.34741150872398	1.1895356077145254
C4	52	204204.0	35375079.0	173.43318587137423	140857.0	20510701.333333332	145.76510502223462	1.189812787120204
A6	6	159114.66666666666	27669254.333333332	173.20181676418352	111839.66666666667	16223474.333333334	145.55495082606424	1.1899410894731903
G6	150	462461.0	81459286.66666667	176.50129660598466	301259.0	44872356.0	148.19839501697422	1.1909798117973458
J3	219	187698.33333333334	31772061.666666668	170.0158213564662	135683.0	19349476.333333332	142.69530712266507	1.191460495686208
N6	318	830325.6666666666	147439052.66666666	178.07172378307678	548928.3333333334	82085202.66666667	149.42078698471545	1.1917466597287572
H4	172	234274.66666666666	41412672.0	176.83305031724956	156752.0	23249637.333333332	148.32291925197936	1.192216625785497
K5	245	897256.0	159051728.33333334	177.28744607037984	564070.6666666666	83876344.0	148.6881044156396	1.1923445171833937
E15	111	438280.0	79308415.0	178.068599922561	297823.6666666667	44872118.666666664	149.33925496288737	1.192376377977868
L13	277	667245.0	118262496.66666667	177.50956739538606	443401.6666666667	66080966.666666664	148.8537871735565	1.19250958115307
E23	119	765190.6666666666	138801343.33333334	181.60694932986837	497821.6666666667	75992735.33333333	152.27630066101256	1.1926146651943546
K15	255	943664.3333333334	167319574.0	177.4314260815097	595881.0	88682418.66666667	148.7526705901249	1.1927948948923857
J14	230	360894.0	65130724.333333336	179.0404451859586	233201.0	35069920.0	150.04844669539682	1.1932175849138675
K4	244	518446.3333333333	91852503.66666667	177.1731679919554	335663.0	50106198.333333336	148.4626573948589	1.1933854014261416
C6	54	176788.66666666666	30968116.333333332	174.77705623263486	119979.66666666667	17593181.666666668	146.3878330993966	1.1939315756792583
G5	149	619505.3333333334	109071207.33333333	175.87729780248046	389863.3333333333	57611194.333333336	147.2830933793989	1.1941445129036183
A4	4	131710.66666666666	22828235.0	173.15281686340882	90513.0	13100146.666666666	144.9938060158599	1.1942083708352949
I14	206	860567.0	152431154.66666666	177.6922883160514	566199.3333333334	84222298.0	148.788902697386	1.194257670395288
H5	173	477813.3333333333	84793347.66666667	177.26293832618384	311119.0	46012882.666666664	148.307962440161	1.1952354776481104
O14	350	462072.3333333333	82339573.33333333	178.40925156679168	319688.3333333333	47706653.666666664	149.26543724809127	1.195248242701095
N5	317	339956.6666666667	58580306.0	172.5557903889252	242137.0	34929726.666666664	144.3005420562209	1.1958083312098424
H15	183	273183.0	48590932.333333336	177.16789857187248	184545.66666666666	27401206.333333332	148.1531398335685	1.195843022772912
G15	159	243047.66666666666	42682255.333333336	175.55663282200769	164140.33333333334	24106712.666666668	146.781038278339	1.1960443588708094
E16	112	126558.66666666667	22010112.666666668	174.20626104068006	86129.0	12541477.333333334	145.6385161847827	1.1961551490929176
E4	100	167091.66666666666	29763032.333333332	177.5351867594617	115473.0	17152434.666666668	148.40889685289795	1.1962570339393708
D5	77	438490.3333333333	78095478.33333333	178.0531349775854	283446.6666666667	42152645.666666664	148.82370665631768	1.1964030393945768
M19	307	570502.3333333334	107004536.33333333	187.48576493599072	380834.0	59638842.333333336	156.7030732876681	1.1964396166743534
J18	234	454707.6666666667	81987972.66666667	180.1926055896159	325805.3333333333	49119781.666666664	150.57843845984317	1.1966693733357472
L18	282	670661.0	121515821.33333333	181.53285938816757	447723.3333333333	68026263.0	151.57361218918834	1.1976547683087821
J15	231	729366.3333333334	129384016.66666667	177.27705363778088	459963.3333333333	68325868.0	147.9823831935672	1.197960526192466
H6	174	378397.6666666667	67381402.0	177.67694806736122	259476.33333333334	38549687.0	148.2955344386559	1.1981274334383905
G21	165	368498.6666666667	61920554.333333336	168.12041324950175	303625.6666666667	42597595.333333336	140.31505013907926	1.1981637969901449
B5	29	318686.6666666667	56773898.333333336	176.34611519019813	210012.66666666666	30948469.666666668	147.17501013275455	1.198206917268976
K13	253	910330.3333333334	161647881.0	177.70688298151325	592788.0	87920256.0	148.26588572718285	1.1985689230528958
I18	210	458723.0	85797552.0	187.2496488848042	353967.6666666667	55206477.333333336	156.1273651388507	1.1993390698566848
L6	270	348923.6666666667	61884716.666666664	177.3051704055445	238854.66666666666	35309635.666666664	147.82978647719787	1.1993873131440467
N17	329	413791.0	75419550.66666667	182.56331249925483	298277.0	45389932.666666664	152.1058742689778	1.2002384087837223
E19	115	402461.6666666667	73531011.0	182.77241032082043	305878.0	46602635.666666664	152.19580878331857	1.2009030457667453
H21	189	372664.3333333333	68002716.33333333	182.4699670588017	258437.33333333334	39240341.0	151.83143008950776	1.201793113265362
E14	110	270861.0	48780986.0	179.27628873707704	184644.33333333334	27533630.666666668	149.05818911741568	1.2027268665920665
M5	293	422778.3333333333	75549435.33333333	179.0687535146686	288234.6666666667	42884998.666666664	148.85617809597844	1.202964873914806
J22	238	616569.0	111851701.66666667	181.8560427082908	390930.6666666667	59534520.0	151.15821582713866	1.2030840779191092
J5	221	383449.3333333333	68028014.33333333	177.25459289760616	253965.33333333334	37395895.333333336	147.29814123566564	1.2033729102800592
N14	326	457339.3333333333	82814832.0	179.8996696700619	316717.0	47489477.0	149.4939700888732	1.2033908094293886
I21	213	495639.0	93472308.66666667	188.1503266378136	333823.3333333333	52413757.333333336	156.26557853037502	1.2040420443664168
B16	40	297213.0	53842444.666666664	178.8804018254948	205329.0	30530657.0	148.55938745655735	1.204100292065381
B24	48	31655.666666666668	5421974.333333333	170.98460164974574	22887.333333333332	3246104.0	141.9329175181099	1.204686020971344
C16	64	298969.3333333333	53330084.0	178.37249870117182	200172.66666666666	29664111.666666668	147.95272668011174	1.205604673219917
G24	168	410154.0	72483531.33333333	177.09223187420773	287037.3333333333	42095983.666666664	146.82720925946302	1.206126798754735
F14	134	366779.6666666667	66246379.333333336	179.98057212210722	239518.66666666666	35914633.0	149.21546102676416	1.2061791109556994
D16	88	326146.3333333333	59094067.0	180.7335273148592	217756.33333333334	32576684.666666668	149.8111065917362	1.2064094006554031
F15	135	191581.33333333334	33880931.666666664	175.9728758696618	130635.0	19100421.666666668	145.83366285989013	1.20666842221969
C15	63	92079.66666666667	16134948.0	175.32868197068083	62779.333333333336	9121335.0	145.2316176421139	1.2072349314646722
H22	190	352297.3333333333	65506586.333333336	185.89897950848206	245075.66666666666	37675372.333333336	153.987172670924	1.207236786571533
M15	303	210090.33333333334	37336792.666666664	177.8717748119523	144578.33333333334	21289892.666666668	147.19664500397027	1.208395577271171
A16	16	324493.0	56684127.0	174.55204687421624	216203.0	31059211.0	144.2126796646668	1.2103793319706464
M14	302	320385.6666666667	57457233.333333336	179.32699354487264	220467.66666666666	32661959.666666668	148.15191920607708	1.2104263954585124
J13	229	308359.6666666667	55872882.0	180.6222992532254	209726.66666666666	31324640.666666668	149.2018252744056	1.210590412825263
K19	259	454155.6666666667	84428783.66666667	184.96154716394219	309057.0	47355937.0	152.71024522931134	1.2111927846504467
P6	366	351808.0	65085827.333333336	185.10320949307825	271886.6666666667	41508232.0	152.70518188472457	1.2121606301010177
G4	148	161714.33333333334	28817437.0	178.22508113217364	107043.0	15724209.666666666	147.00600097491338	1.2123660255378814
I20	212	429679.0	78994858.0	183.76736947454302	294851.6666666667	44711713.666666664	151.573178829196	1.2124003131294478
F22	142	404613.6666666667	74208632.66666667	183.90437744206008	275035.3333333333	41561310.0	151.5463160815878	1.2135192870214786
F5	125	205149.33333333334	36731012.0	179.1943804414907	144832.33333333334	21371207.666666668	147.63784262504078	1.2137428809265032
P18	378	473173.0	86191609.0	182.117210727841	328332.0	49267300.666666664	150.0283219013185	1.213885541208873
B23	47	580878.6666666666	103553659.33333333	178.81710733578447	416249.6666666667	61313405.666666664	147.14555755064782	1.215239592090541
K6	246	337139.3333333333	59907077.666666664	178.30773744362787	227154.0	33453578.0	146.59557887101872	1.2163241130246563
H19	187	384682.0	71440291.0	185.6090130028879	265989.3333333333	40618893.0	152.52085702994464	1.2169418440026667
O18	354	347490.3333333333	64083810.333333336	184.41839079829302	243588.33333333334	36877265.666666664	151.42117911143632	1.217916752996441
H24	192	473182.6666666667	87094133.33333333	184.0898076587752	335738.0	50683879.333333336	150.9651295996597	1.219419399347107
F23	143	451145.0	83307663.0	184.3769144472192	311963.0	47097953.0	151.14953518506573	1.2198311706448204
B22	46	562603.0	100215916.66666667	178.45687066756705	383708.0	56023884.333333336	146.20663116247738	1.2205798687013754
G14	158	309832.6666666667	57481444.333333336	184.44079480164567	218480.33333333334	33108543.333333332	151.08892272949777	1.2207433309446483
N18	330	532423.6666666666	100081313.0	189.23780285437158	367049.0	56766488.333333336	154.93056422521624	1.2214362208045941
P17	377	367585.3333333333	68210330.33333333	185.35398401454407	267065.6666666667	40590932.0	151.73768686176751	1.2215421748415136
K18	258	400070.3333333333	75433834.33333333	188.9007130024706	293791.3333333333	45422857.0	154.52895418447952	1.2224292463466584
B15	39	336196.6666666667	60252791.666666664	178.13890648178779	233888.0	34008270.666666664	145.700540117644	1.2226372416873117
C21	69	478799.0	88700080.0	184.82527852632438	329035.6666666667	49859427.0	151.07368967623685	1.2234114287035678
C5	53	419004.3333333333	73829678.33333333	179.13366093569257	276164.3333333333	40504125.333333336	146.11557826830224	1.225972364197618
F20	140	655672.0	122917520.66666667	187.55494006107529	443534.0	67727369.0	152.6368697693368	1.2287656340470443
C20	68	365350.3333333333	65719272.333333336	180.2756701711336	278527.3333333333	40778899.666666664	146.41942017202908	1.2312278655340023
I19	211	403145.3333333333	74955630.0	185.87731720053173	282053.3333333333	42595538.0	150.93913326856156	1.2314720058038606
P19	379	660531.6666666666	128998813.33333333	196.79046761847349	448406.6666666667	72032438.0	159.47222827392685	1.2340108980006523
D21	93	419869.3333333333	78202980.33333333	186.19775620118776	299298.0	45167627.0	150.87913078552972	1.234085557305221
F21	141	383592.0	71715627.33333333	187.3441241913139	266048.3333333333	40317425.0	151.75937502559742	1.234481389763989
E24	120	502961.6666666667	92200279.33333333	183.42951418187678	348570.6666666667	51640606.666666664	148.27498568253915	1.2370900819009651
C22	70	640052.0	119934081.66666667	187.82353505921833	430734.3333333333	65411256.666666664	151.8127144273304	1.2372055645518778
C24	72	712560.6666666666	130130530.33333333	182.7953039699308	478946.0	70635219.0	147.5184522014606	1.2391351810029425
D23	95	503866.0	93288975.0	185.24894471940675	349135.3333333333	52184145.666666664	149.39170461357978	1.2400216276973088
J19	235	390655.0	72854769.0	186.49443929663244	271137.0	40740668.0	150.3422384140728	1.2404660278037714
B21	45	544248.3333333334	100238960.33333333	184.10791395747665	374460.0	55513104.333333336	148.18668489155732	1.2424052410120816
E22	118	607045.3333333334	111904558.66666667	185.15812181689657	417904.3333333333	62285220.0	148.9737989684369	1.2428905156411165
G20	164	470921.0	88437286.0	188.15360762714508	328206.6666666667	49606302.0	151.29915778320654	1.2435866159727507
D20	92	471804.0	88406361.0	187.7242347395488	321632.6666666667	48591200.666666664	150.88112964460956	1.2441863020360513
A23	23	353550.6666666667	66359564.0	187.79489251262166	251986.0	38036872.666666664	150.9258868723299	1.2442854993555859
A20	20	449255.3333333333	82504760.66666667	183.84151469112044	330667.6666666667	48750823.666666664	147.5433190443865	1.246017209602111
G22	166	338503.3333333333	62861559.333333336	185.7588943701954	237015.66666666666	35330871.0	149.01121772852972	1.2466101358128152
B20	44	397005.3333333333	73473536.0	185.2971414825795	287727.0	42654123.333333336	148.3075770791829	1.249411157082335
D22	94	461329.0	86555244.33333333	187.90825824602575	340437.3333333333	51078729.0	150.09831655188847	1.2519011709306314
E5	101	1288.0	269935.0	209.57686335403727	972.0	147202.0	151.4423868312757	1.3838718983446165
