ORF	Gene	Total Intensity 488nm	Mean Intensity 488nm	Total Intensity 561nm	Mean Intensity 561nm	Cell Count
YDL027C	MRX9	246230.57662782402	211.49345394768133	131913.18063020214	114.61955335315102	841
YOR390W	FEX1	233282.4319738562	211.50259283587508	135164.26401670297	120.67523538126362	2754
YOR271C	FSF1	242895.85387888984	211.50684981497056	190757.7176316232	162.9148045332212	1189
YML068W	ITT1	196381.47704615383	211.50929030769228	132226.6466153846	142.70530338461538	65
YGL089C	MF(ALPHA)2	241449.75195755003	211.52168453305032	120400.12824802911	107.46748865372953	3298
YJR089W	BIR1	234796.89513098676	211.52637249855744	113856.51184535488	103.53170849105597	3466
YMR247W-A	YMR247W-A	228008.71850547043	211.5507150847921	114156.22373249453	106.76978227571117	3656
YHR039C	MSC7	241020.56604997866	211.68079441691583	123968.00257753096	110.88336263776164	4682
YNL202W	SPS19	233264.07836222992	211.7262804001067	175487.53243478262	159.82933753534277	3749
YJR151C	DAN4	249324.27068683566	211.7411911610793	124799.68359116926	107.38875971381849	1223
YDL095W	PMT1	236169.2464283489	211.7604678660436	135742.70604620976	123.42605910695742	3852
YPL282C	PAU22	242113.3433371869	211.7814433477842	118793.94937861271	104.8918896628131	2076
YNR072W	HXT17	238084.82147582443	211.79650572030744	126545.98114257377	113.3733238135383	4033
YJL116C	NCA3	237667.89232376442	211.80998450725065	114480.23292394199	102.74885411660254	3379
YHR185C	PFS1	258347.9409604897	211.82578954368392	127620.76902726767	106.44573322203672	1797
YAR071W	PHO11	245520.58527530363	211.95508985020243	123417.63806396762	107.39063835222673	2470
YBR215W	HPC2	248331.7477774331	211.95568783637069	121514.7414183792	105.46767088794107	2579
YOR316C	COT1	236711.26190018316	211.96849667582416	146415.58551282051	131.7264511675824	2184
YIL011W	TIR3	231099.91028958678	212.04982236033058	114648.33882181818	105.70844023801654	3025
YER057C	HMF1	229146.7742430353	212.11128658530114	285464.4590607588	260.4926822260547	3769
YHL003C	LAG1	241662.51040846098	212.17148195477753	149531.24791393144	132.23811314369073	1371
YHR126C	ANS1	244309.48322483938	212.17317816916488	124271.85544111348	109.61918307280514	934
YIL095W	PRK1	271060.2703569937	212.1945807254697	145333.49600417537	118.67822534446763	1916
YFR006W	YFR006W	243796.79858320294	212.2049187219614	170994.85222587376	148.7853052112676	3834
YOR119C	RIO1	217173.35349757984	212.21295941190706	124384.52441674733	122.07165649564377	4132
YCL067C	HMLALPHA2	252461.66165228427	212.2587975824873	163986.71663705583	137.76386133248732	1576
YLR154W-C	TAR1	251997.9378258278	212.30636437748345	119180.8910615894	102.23461782119205	3020
YPL222C-A	YPL222C-A	241435.90375991503	212.32183453966007	114477.72912747876	102.12447150849859	2824
YGL233W	SEC15	229059.30058541306	212.43628532598183	123523.15808047978	116.95518959373186	5169
YNL292W	PUS4	199505.14831818183	212.46421909090907	127267.36406818182	138.75636386363638	88
YLR015W	BRE2	235212.58189366932	212.47785043331282	115444.97234972342	105.780226026429	3254
YIL129C	TAO3	225162.29740407056	212.53974544911804	115142.74679294437	110.28247589145182	3685
YFR008W	FAR7	243312.65373619786	212.54105267299528	129018.82115963027	113.70897723207594	4003
YGL138C	YGL138C	241730.81352274105	212.55188142510613	123694.36176106731	109.3986185476046	3298
YGR026W	YGR026W	228257.03382657433	212.6113745829212	145628.58425321465	137.012813517969	3033
YDL165W	CDC36	240143.22062597523	212.66230423588803	151069.5104341441	133.8450107755851	2179
YBR259W	YBR259W	222807.10231263982	212.69370083053693	106897.95918232662	102.65942858780761	3576
YHL047C	ARN2	234664.1283821169	212.86037923958733	137958.55484294993	123.95228399694308	2617
YIR041W	PAU15	234396.27534253712	212.94072510028653	116102.73738421465	106.13758690023444	3839
YEL001C	IRC22	254577.31299177802	212.99082615621788	163200.10610585817	137.90205534943476	3892
YJL171C	TOH1	229501.9522448694	213.08458246501866	116118.16995848881	108.82093458255598	4288
YML034W	SRC1	236895.03462378168	213.1046039543303	128043.03532275131	116.4744583068783	3591
YOL052C-A	DDR2	235883.0922591125	213.10664604595877	117384.38549603803	106.54123374801901	2524
YOL164W-A	YOL164W-A	232508.31673245996	213.11234050363902	110838.4061496361	102.75824615429403	3435
YDR058C	TGL2	216075.39117336765	213.16238971695077	114870.83016854295	113.01183339659053	3109
YBR274W	CHK1	239002.74175182483	213.21047215202617	130291.6254392147	117.43933498615655	3973
YOR103C	OST2	237660.21198029557	213.2814920860998	127368.63312615121	115.59223250374812	4669
YDL116W	NUP84	254372.43452759297	213.28888920547948	124622.07982152642	106.22036194911936	2555
YPL269W	KAR9	295646.1228917938	213.38595413943355	143657.20920116195	106.65492838779957	1377
YOR253W	NAT5	229484.11378035715	213.39668261607142	173221.42308988096	161.33472079166665	3360
YNL299W	TRF5	235614.60498913046	213.45583810559006	122733.22677173912	112.76771784161491	1288
YJR129C	EFM3	233003.07673043944	213.46936921489817	130292.39047588424	120.65357197749196	3732
YMR253C	YMR253C	235214.69619363538	213.61635997572816	124387.63999460626	114.48475978694714	3708
YLR001C	YLR001C	245046.4603161261	213.63402980584743	121401.57038647785	106.65855206486981	4378
YNL045W	LAP2	211504.35703199424	213.65902983160933	100818.88556458984	102.1658705677171	4157
YHR001W	OSH7	229087.66723546392	213.746956828866	165157.52120536083	154.3077865958763	4850
YJL073W	JEM1	253322.07432718205	213.79793618952618	135172.22687082292	114.79921763591022	2005
YDL130W	RPP1B	239072.5406716365	213.79798707490235	120984.08840397585	107.85506170394036	2817
YGL016W	KAP122	216167.23897833683	213.8159531865828	143979.3963535989	141.80926270440253	1431
YGL001C	ERG26	237875.26590332974	213.82173617883996	137344.76532760472	124.58271340494092	3724
YHR204W	MNL1	241560.27418386107	213.82827993360573	131255.0944780388	116.53370696118488	1958
YFR042W	KEG1	242832.56947122957	213.86056909751665	149843.14230587523	133.0746758964264	3302
YDL129W	YDL129W	352894.83412040654	213.86775528146987	166314.72858561378	103.90342469116499	2558
YML028W	TSA1	236258.92774934176	213.9058567456556	239185.689716693	213.08745301211164	3798
YIR019C	FLO11	240036.53124526198	213.90707623745817	118453.15726086956	106.65833897435898	1794
YPR052C	NHP6A	248422.02130593182	213.9151558804297	290743.09813078004	250.0837139374124	2141
YPL250C	ATG41	242060.48689664964	213.94680778250992	114442.71857921637	102.62498772572401	3522
YKL129C	MYO3	258566.36583808096	214.00774456771614	145922.85592103947	123.66239983008495	2001
YCL043C	PDI1	237935.91892231404	214.0504633586777	146212.81005884297	132.40608185454545	3025
YHR131C	YHR131C	252880.94726632175	214.05105120965757	122088.30601379651	105.56031979797979	4059
YGL200C	EMP24	242707.97851294765	214.069930661157	140505.79473663913	124.22089787327823	3630
YFR026C	ULI1	232770.18440798504	214.09034849968808	144576.0978889582	132.95922060199626	3206
YOR329C	SCD5	216398.56253247586	214.115077	117518.39159871382	117.896176585209	3110
YGL171W	ROK1	256456.59194893343	214.13211693923722	157360.0284802844	132.11382114738203	3094
YOR387C	YOR387C	237233.1900877098	214.18390791012453	129601.90008933406	117.59615381429344	3694
YDR403W	DIT1	248367.0926598924	214.18560011954574	123763.92652241483	108.3659604363419	1673
YLR323C	CWC24	247547.76637499998	214.1860934758772	151869.85416228068	131.7329074013158	912
YOR152C	ATG40	231678.79957180156	214.21212474721102	109782.4633339663	102.67016304296226	4213
YPL156C	PRM4	248283.31337650478	214.22467736405147	132172.99879036946	114.65538939809048	2409
YMR237W	BCH1	238775.67309090908	214.2373548233932	167511.26032484075	150.27989098147077	3454
YPL100W	ATG21	249566.11308950276	214.26805293186	144295.76342541436	123.97117199263351	2715
YPR015C	YPR015C	291216.791745182	214.28055832441115	145313.31104710922	109.29676506423984	1868
YDR524C-B	YDR524C-B	242128.57882540603	214.28247673433876	118165.45538109048	105.67604045533643	3448
YMR229C	RRP5	244866.79312410604	214.2991179217501	177668.81147244427	154.96221025241903	2377
YMR258C	ROY1	236229.11670236298	214.31312145299145	119371.04829713423	110.32020855706385	3978
YNL044W	YIP3	245077.97560436395	214.34429729930014	177626.3603985179	156.07463106628242	4858
YHR069C	RRP4	227006.27297905594	214.3606203938731	127370.68862519537	121.0621635948734	3199
YBL039C	URA7	254664.74035174825	214.39925803496504	125254.24860559442	106.06506987062937	2860
YMR292W	GOT1	245779.65334692143	214.41626215286624	173728.54656645434	151.70536607218682	2355
YHR032W	ERC1	237358.6667978618	214.43481725202932	111256.51299544645	102.7164345377153	5051
YJL192C	SOP4	232462.32622574957	214.48273005291003	114955.97450881834	107.49283057760141	2268
YLR106C	MDN1	245786.28463908337	214.5413635455124	130583.89207129217	114.83947953214512	3142
YGR274C	TAF1	249231.7492427638	214.57515181605976	122219.19375443511	106.5838148646125	2142
YBR101C	FES1	216969.26298313617	214.581885366222	127901.48743418072	126.94275839667758	3973
YKL094W	YJU3	249763.30297498396	214.5968268313021	176842.71008980114	152.72378971135345	1559
YOL152W	FRE7	240753.7802352941	214.64057419730392	117046.30850612745	105.40448782169118	3264
YOR131C	YOR131C	251482.3322437999	214.64362162253047	168352.6766952501	143.74304032786884	2379
YNL151C	RPC31	237312.30422745307	214.67701211584236	140494.57042528433	127.34855974080932	3781
YJL124C	LSM1	249481.02187093944	214.68039735733097	151657.68370676032	130.24242327919228	2278
YDR488C	PAC11	261078.13648401038	214.6908947363872	145988.55403630077	120.67419749351771	1157
YER137C	YER137C	226711.15479396697	214.70027677290835	123741.06057541263	117.82794309049517	3514
YGR230W	BNS1	222554.29082685107	214.7054660040334	110931.2235488332	108.0840694900605	3471
YFL067W	YFL067W	241690.3477825537	214.71917626106196	114511.50828255372	102.79834359987358	3164
YJL047C-A	YJL047C-A	240412.16029683413	214.7937781498693	116419.18092767935	105.00531132733082	3443
YIL057C	RGI2	252109.9638256983	214.819355150838	128330.63945027934	110.40293089385474	2685
YBR148W	YSW1	218682.72224297802	214.82185823011844	128698.39605346869	126.10907172588833	2955
YBR291C	CTP1	240987.69109027405	214.86905288554541	133669.6239527136	120.19485380440624	3722
YOR383C	FIT3	244893.03207021204	214.90053006951686	130121.41326868265	113.5576834758429	2877
YIL054W	YIL054W	252264.5542946123	214.92579249766428	120496.9953298038	104.3781089629399	3211
YGR059W	SPR3	240013.4182149016	214.96833456776477	126908.01371213795	115.0127881980986	4523
YHR206W	SKN7	195328.8025	215.17491803571428	157216.31989285717	174.52664875000002	56
YGL003C	CDH1	302221.375240434	215.18280876070818	143942.49964820102	104.72212782410051	1751
YOR039W	CKB2	258572.63368916008	215.19718296123474	153199.67304235464	128.3617552333094	2786
YHR107C	CDC12	252116.90754845526	215.23907133350937	170481.64454290993	146.21045973857937	3787
YNL201C	PSY2	244544.89369452887	215.27886833966565	120501.9087674772	106.63614607522796	2632
YHR114W	BZZ1	220495.94999320805	215.28339812995245	144087.47814036676	141.21137633235227	4417
YOR016C	ERP4	245681.06164775242	215.31052218496683	139649.9506101695	122.81347162122329	2714
YOR236W	DFR1	223942.53430878342	215.42977592744134	138844.71331151118	134.23578211129296	3666
YBR137W	YBR137W	267876.7420876853	215.42978136363635	249429.27128175372	199.83538026112186	3102
YOL044W	PEX15	241983.91928324808	215.44506687659847	128883.18341176471	117.91810884590794	3128
YGR233C	PHO81	242541.39294682423	215.5000774002954	132160.08633013294	117.76128125553913	2708
YOR317W	FAA1	234357.50128871485	215.56162220007118	159984.34395585617	147.53417081523673	2809
YOR283W	YOR283W	244075.55141522156	215.58264180394988	173605.18490655106	153.2248857032755	4152
YBR199W	KTR4	225584.0989296066	215.59774219461698	127400.5303699103	122.54281067632849	2898
YOL138C	RTC1	254823.9068028617	215.62680362480128	127880.46505246423	108.7986682034976	1258
YCR019W	MAK32	256660.8519527972	215.6327606075175	146631.03069143358	124.0214068138112	2288
YOR270C	VPH1	252206.13581722847	215.69057311610487	149553.95427865168	128.46960194756554	1335
YJL179W	PFD1	249342.99756922259	215.76995814430245	193271.02889882855	165.91514474973377	3756
YFR041C	ERJ5	247047.1035674616	215.82544002286835	124180.45797713165	109.23454053577262	3061
YGR134W	CAF130	246035.88643671232	215.8346063808219	121533.2317369863	107.87318166849315	3650
YLR083C	EMP70	245092.9794760927	215.87141098269285	135663.82829686123	119.93023291287767	3409
YNR067C	DSE4	240082.22575562852	215.97518255394	112898.37568667917	103.16179289399625	4264
YBR065C	ECM2	188563.46461322714	216.02587915339336	102135.14649619113	117.77109263504155	5776
YMR232W	FUS2	241785.21993776338	216.07800973419774	114850.9761089141	104.04053725769855	3085
YDL167C	NRP1	233988.54587087987	216.10625147643694	127573.87877363116	118.19574419504222	3671
YBL095W	MRX3	241981.9765316795	216.10888005028497	114730.6814937982	103.54019552799195	2983
YFR018C	YFR018C	249972.6894831199	216.1465306984866	128550.93071362049	112.01883767753202	1718
YJR007W	SUI2	225539.15635664485	216.15036695330656	206245.26809676737	196.8774833593915	4733
YJL168C	SET2	224135.03659410882	216.17357096355465	118929.92653419869	114.83670825262107	2003
YIR007W	EGH1	237029.589408	216.18047126857144	127310.25075702858	117.08162856914285	4375
YPL204W	HRR25	254038.92313412562	216.2016849122807	126627.34525636672	108.8772998754952	1767
YGL139W	FLC3	247199.03618677045	216.2279258463035	115423.59409014268	102.12271755836575	3084
YGL173C	XRN1	299819.6552961138	216.2323364860427	170262.12516256157	125.96620337164751	1827
YOL020W	TAT2	238844.6770813032	216.23391542999707	122157.24624713825	112.0964567625477	3407
YLR446W	YLR446W	219572.56160952934	216.2873173678094	105388.36283091227	104.28491131028473	3442
YPR129W	SCD6	213416.05355287407	216.30516923211934	139676.20294559016	142.07346219175076	4558
YLR448W	RPL6B	251489.05380192876	216.30836745178038	213216.99170771515	181.1857025408012	2696
YDR315C	IPK1	244787.59121781573	216.30971585112874	131995.37304453936	117.12301040573522	3278
YGL013C	PDR1	244304.09604373973	216.36842097047568	135136.13009349373	120.00704980317113	3658
YPL191C	YPL191C	243445.9514918641	216.39348696545815	133289.52102026835	120.1749990008564	3503
YDR034C	LYS14	251946.63115203672	216.40278679862305	125863.01712679288	108.39208395869191	1743
YLR072W	LAM6	233299.61312857142	216.4058820595238	130410.5427373016	123.57020136507936	2520
YPR018W	RLF2	265405.00034139404	216.41606792792794	132361.4096671408	108.65574806543385	2109
YAR003W	SWD1	250144.31569927296	216.43699843688037	119167.20424256443	104.38611198942499	3026
YNL012W	SPO1	240338.3862231337	216.44431021875855	113639.74213180202	103.36557162975116	3657
YNL024C-A	KSH1	252013.54761744966	216.46136370246086	121526.0699082774	104.76959502796421	1788
YHR045W	YHR045W	250384.0241078883	216.4973216210355	120200.12711683383	105.17360743561942	3689
YPR027C	YPR027C	251223.97801695668	216.50064597947346	118476.39759214637	103.00025068273092	2241
YCL005W-A	VMA9	232214.8352817029	216.54589112318843	126609.21048550724	118.24548577898551	2208
YJR082C	EAF6	232053.2143828911	216.54677088060384	170654.81983440073	159.02222691903017	4372
YKL096W-A	CWP2	238525.1896583355	216.54843318732287	123183.11722854934	111.41281331873228	3881
YOR262W	GPN2	254478.2533496403	216.55040271942445	179528.4288143885	163.27106543884892	695
YJL158C	CIS3	243961.62598958786	216.59253523644253	117241.22646073753	105.0992408286334	2305
YHL010C	ETP1	244511.72122141274	216.64027725055433	129081.42257269559	115.22864440291416	3157
YHR159W	TDA11	257630.8031811453	216.84957756914687	132643.4355185041	114.68136049084535	2567
YDR206W	EBS1	243890.57109352518	216.88366400605832	133909.39340552822	119.33467154486938	2641
YJL160C	PIR5	239312.54618328842	216.95490432277626	113913.39787601079	104.06463398584907	2968
YNL223W	ATG4	247289.67171712866	217.05699452025584	132749.32964179103	116.74989006396588	1407
YMR171C	EAR1	242359.15285559846	217.0845447876448	117588.74556061775	106.3292384942085	2590
YGL002W	ERP6	239829.3064605718	217.10021637763117	112518.25980081683	103.10998014451773	3183
YDR248C	YDR248C	243094.02862433862	217.1052286621315	125044.37566036785	112.0543645653817	3969
YDR077W	SED1	241545.19210094013	217.12604262741218	121601.92135675409	108.93509323602177	2021
YLR066W	SPC3	252200.76640443457	217.14334913082038	152354.05545809315	132.69633149002217	2255
YKL034W	TUL1	259072.0712221759	217.27237340141724	128775.25884785327	108.57899379324718	2399
YGL017W	ATE1	222190.283130759	217.316171494008	122352.5451840213	120.33998990412783	3755
YLR342W	FKS1	194220.29155639233	217.32070160480546	123656.10256768872	137.67171772279005	5577
YGL144C	ROG1	245319.18418299186	217.40326160819535	123169.25882065675	110.20109543642997	3563
YKL059C	MPE1	247535.17318156423	217.4192408554469	130364.61423324021	115.18563527932962	2864
YMR147W	YMR147W	261634.83215140842	217.4228514753521	142446.72189084507	118.45686626760563	2840
YAL007C	ERP2	241148.96577011494	217.4502696321839	131362.62373425288	118.2453692137931	4350
YHL002W	HSE1	240068.35411206697	217.49379269239714	124876.75539734945	114.07712975122064	4301
YPR194C	OPT2	237795.04113657144	217.52870393142857	134987.82190857144	123.47537103142857	3500
YER053C-A	YER053C-A	252068.35383847778	217.56107509725157	115611.59599408034	102.25172451374206	4730
YJL132W	YJL132W	246975.37492393318	217.56250528385902	120765.3350567718	107.08555965862709	2695
YIR012W	SQT1	237245.58225213122	217.57973497287523	170435.14619684836	156.03571080082665	3871
YGR125W	YGR125W	246566.20205338468	217.6057607017061	124597.76030930104	111.19940644744084	3634
YPR111W	DBF20	225330.52570269245	217.60948835419038	111651.21160788774	108.91739808115283	2637
YDL089W	NUR1	241779.79361987708	217.67240335040984	128656.73723565573	115.26317640881147	1952
YOR023C	AHC1	210564.01352244697	217.6756354933399	103822.39935816478	107.29536898618647	4054
YNL144C	YNL144C	247418.1136689008	217.68063253686327	115316.0090147453	102.9047691655496	2984
YJL099W	CHS6	236468.98922175524	217.68743974536466	121711.3253315204	113.35694865760198	4045
YOR076C	SKI7	245550.67743752303	217.7064942462219	129991.90121636564	116.36732645779578	2713
YAL042W	ERV46	252871.94222503726	217.7164154694486	162081.43040834577	140.5173454023845	2684
YPL057C	SUR1	234808.6689442108	217.7598194589291	115172.30165909728	107.67587367255398	3567
YJR150C	DAN1	257717.3653648485	217.78392864242426	127658.27513212121	107.76397935151516	1650
YHR103W	SBE22	212954.0750771114	217.8116645501836	100974.77140942473	102.94918550795593	3268
YGR054W	YGR054W	242863.39847961508	217.94378017726007	150643.78743935176	135.457911899215	3949
YOR084W	LPX1	231412.12794003333	217.96085395613548	147755.5970766241	140.1595204136591	3602
YBR161W	CSH1	248353.76217751086	217.98081253920586	120061.81982248917	106.96681004337671	2997
YCL057C-A	MIC10	254120.92358317398	218.00053457361378	192371.687149522	166.37271861950285	2615
YDR116C	MRPL1	209962.99476611998	218.06578594248484	97949.85760727926	102.01998638058863	4451
YFR020W	CSS2	247384.69170361815	218.1482211316397	141852.92427790607	125.26650844880677	2598
YKR023W	YKR023W	259089.16455647777	218.16437340310355	133666.3056809816	113.57761141465174	2771
YDL099W	BUG1	256059.68716622458	218.16736492926614	128870.50969407603	110.71079925729444	2262
YOR123C	LEO1	260454.4892526998	218.2173540676746	150820.1453736501	125.21142846292297	2778
YNL051W	COG5	250735.6807522691	218.23893416177256	135894.78380352375	119.55070268820074	3746
YPR097W	YPR097W	249128.17748324742	218.26067467139177	146459.44371520617	128.7956261114691	3104
YJL172W	CPS1	236233.19977248172	218.3568365427391	169481.40231331426	154.57392335875437	3147
YKL149C	DBR1	216298.63916366568	218.4233390244558	119342.81790916421	120.98300885245902	3721
YDL036C	PUS9	241782.05425345467	218.4883730670711	116556.86452780587	106.13317330299967	2967
YDR167W	TAF10	229117.55609568165	218.4981624237934	130148.4546016088	124.65422831287046	4724
YAL048C	GEM1	247278.8879443664	218.5138971199775	131445.19129699352	117.8633990671537	3559
YLR007W	NSE1	219905.3932645944	218.51681783674502	112983.63054182462	112.85943929744757	3957
YGL211W	NCS6	224646.8197547309	218.5362948414844	105908.37821086262	103.59028579503564	4069
YGR103W	NOP7	304111.4787076412	218.53756956810628	421924.05285382055	309.0679031561462	602
YBR204C	LDH1	255185.6154964689	218.6074099858757	157991.66171822033	136.52403624646894	2832
YPL189W	GUP2	241913.10452536415	218.66083010547462	115766.9718272225	105.25845140632848	1991
YBL041W	PRE7	233913.42613875127	218.70680166831846	157589.55726593986	146.85964553022794	3027
YKL053C-A	MDM35	244711.2645633416	218.72683170926078	163771.64687771368	145.67696674086287	3639
YMR006C	PLB2	250774.8831865009	218.7377161722913	123556.86320603908	107.92797785523979	2252
YML019W	OST6	244944.8976898752	218.77339729542302	128501.24964493759	116.40367551178917	3605
YKR044W	UIP5	249881.94863492064	218.80736205128207	123787.09642328043	108.70721640211639	2457
YHL033C	RPL8A	249551.02818980443	218.8335597883937	222120.02735941007	192.6984835075345	3119
YOR034C	AKR2	247542.22216972033	218.84401273224043	122509.27480424302	109.60520707810993	3111
YDR083W	RRP8	231492.2676056338	218.87094151240777	161534.25257880616	153.32472484574112	2982
YNR006W	VPS27	259964.9850597015	218.89297956946038	150625.5911469575	127.5988643685419	1742
YHL008C	YHL008C	241617.9460180723	218.92676340635268	118652.45810076671	108.1997995290252	3652
YLR307W	CDA1	250535.41382890855	218.95850230457228	122325.91737020649	107.64196238938052	2712
YGR247W	CPD1	250716.16052827265	218.98135174283502	152028.55522618126	133.87756988962045	5164
YGL019W	CKB1	245211.49229594273	219.000423272673	152343.82561933174	135.68918251789975	3352
YNL096C	RPS7B	217246.1080265969	219.02202617833007	159330.2867268367	160.6938530739045	4587
YNL018C	YNL018C	235317.95446552857	219.0766250558109	109045.36441759684	102.30252634602758	3046
YGL208W	SIP2	277994.61407139665	219.0860269968764	135609.41278179386	109.05801136099956	2241
YOR382W	FIT2	245483.33792885588	219.1080577090523	123017.6135343775	110.49515921157419	3767
YOR384W	FRE5	247577.72620683507	219.14718775334325	121323.29566478454	108.39662023774144	3365
YJL208C	NUC1	261751.88417198582	219.1753109884752	126349.02839627658	106.87857133865249	2256
YAL037W	YAL037W	243390.48050081477	219.17667013307985	113842.36904454102	102.94580583650189	3682
YAL030W	SNC1	225777.45943588062	219.17706894391603	137855.84698983273	134.767521777632	3049
YMR316C-A	YMR316C-A	252265.12254925584	219.1907121190645	120096.81538128985	105.59753479092842	2822
YDR308C	SRB7	219898.91179692527	219.25078776903828	106096.08365820521	105.72408392205935	2797
YNL298W	CLA4	254008.83745371577	219.2597482398957	145354.6290469361	126.46907468709257	1534
YMR308C	PSE1	268869.0468844404	219.3490399696694	171061.75902638762	138.25993949651198	3297
YBR262C	MIC12	204512.90868275246	219.37136790661305	96428.74397631813	103.10985029043789	4476
YKL089W	MIF2	251557.4815652174	219.43624011309373	128950.15153154058	113.70777601658708	3979
YBR067C	TIP1	248682.29158859784	219.4395531394453	122484.70375346688	108.21262615947612	2596
YLL002W	RTT109	237821.8326578552	219.5009108981676	119655.93447521777	111.57324678281768	3329
YPR109W	YPR109W	241213.5838457461	219.57522809170422	114343.76944818448	105.72979574078981	3773
YER118C	SHO1	241176.79900895111	219.5873619187514	147910.21808629791	136.49174801468902	4357
YKL039W	PTM1	241817.36019354837	219.6012000687467	126563.08353199365	115.02090587255421	3782
YML070W	DAK1	224616.7662608371	219.6056418908819	193286.93107249626	186.42645202167412	2676
YBR241C	YBR241C	258864.8945864947	219.62084979514418	183097.64670409713	154.5732282966616	2636
YLR005W	SSL1	255390.5854088363	219.62625539825763	126743.03634536403	110.32583008089608	3214
YLR250W	SSP120	243304.7114307036	219.6842217341862	124287.04589765459	112.5512064321251	2814
YCR101C	YCR101C	263113.8670811808	219.71990006765068	124725.89295817957	104.93542053505536	1626
YIL117C	PRM5	244486.86683520983	219.7406876586489	112854.88563254861	102.43336320624361	3908
YHR133C	NSG1	243142.58014974018	219.74752319555975	159831.62034246576	145.52363910486537	4234
YGL230C	YGL230C	245106.65925014086	219.74938645633804	117235.39918084507	106.23897638309859	3550
YDL105W	NSE4	256950.42973942187	219.77249645580224	120303.46006954336	104.0630902346041	2387
YOR216C	RUD3	257450.11789666137	219.78246593534712	151530.05812877585	130.4415926099629	3774
YHR092C	HXT4	248201.06555757576	219.7842692672176	159687.09618071627	138.2744178181818	3630
YIL140W	AXL2	245464.73252748884	219.79153945765228	118536.42202080238	106.67413333580981	2692
YPL020C	ULP1	266301.0424643963	219.7984615656789	139504.01332861563	116.15884089783282	2261
YIL105C	SLM1	249280.76828260007	219.80942435790726	129366.92907609988	115.50162548156956	5046
YBL093C	ROX3	256341.90961350844	219.8233934990619	137085.13361726078	117.70143265947468	2132
YPL052W	OAZ1	254592.8407101871	219.85023980873183	119569.66903201664	104.97415836174636	2405
YOL100W	PKH2	246948.9479499747	219.89016450985346	122393.22712885296	110.24882929509855	3958
YGL193C	YGL193C	231376.7224954955	219.92966327027028	111086.99287567567	106.00138096396395	1110
YIR004W	DJP1	248102.14737671788	219.94128051535972	151330.05852869846	135.37379811236863	4948
YIR015W	RPR2	256728.43961471322	219.95700139650873	122029.2288541147	106.88539676433915	1604
YOL006C	TOP1	233210.05041161337	220.02196720323408	144411.69937743476	137.5367721168688	2721
YOR385W	YOR385W	255032.70579710146	220.0243665146695	143807.26690208554	124.6028335843054	2829
YBR031W	RPL4A	246899.84309028645	220.0474453455791	279617.51304856787	243.28032715753423	3212
YKL133C	YKL133C	256803.2165068836	220.07999953066334	122394.64019649563	106.29270812891114	1598
YBR046C	ZTA1	220120.19493838225	220.12436501904548	152211.75515438046	152.54095442751512	4463
YLR413W	INA1	246700.3716803128	220.14473173183072	123328.12877920883	110.84774416283348	4348
YPR153W	YPR153W	236946.82079355378	220.2506063350931	108422.46517588219	102.56604212003334	3599
YMR277W	FCP1	266144.8521049749	220.2696341761753	155349.018209037	129.07178791419443	2191
YGR287C	IMA1	252938.96434824282	220.3616639829606	197297.21455910543	169.9148876251331	1878
YCR099C	YCR099C	258225.86346574617	220.36530196494954	140754.19318428042	120.40504201274562	1883
YNL217W	YNL217W	245980.80161792753	220.3812417450731	143885.00152066114	129.63398986649713	3146
YAL028W	FRT2	234133.42659042985	220.38582346309812	111853.53126682887	105.67975826439579	2466
YER121W	YER121W	250136.66949485918	220.38880524810014	140105.2453857845	123.91608079123827	2237
YNL305C	BXI1	249790.23547062706	220.39017002640261	146418.84631551156	128.62591106930694	3030
YBR093C	PHO5	255295.92740436245	220.4150853565436	125668.93835402685	108.71186448406041	2384
YIL049W	DFG10	253244.33921133145	220.52435449480643	114599.47234447593	102.43317869688386	5295
YDR313C	PIB1	237949.70915947558	220.52608340882003	120519.47131108462	111.86350172824791	4195
YOR224C	RPB8	238164.4803794298	220.55293359179325	214523.50173034903	196.67135995203836	3753
YGL228W	SHE10	258898.7087215787	220.56537077220077	151564.6133144573	129.89212877305877	2331
YLR132C	USB1	197078.11375513094	220.56712902335454	103352.5867034678	116.47427765038924	1413
YFL034W	MIL1	257435.37623826953	220.56894148419303	139998.0153890183	121.27275568718802	3005
YNL237W	YTP1	257529.31915164675	220.59328642779587	134480.05464639884	115.73878476293883	2763
YPL171C	OYE3	251105.89653566765	220.61716645414162	188147.38802874312	164.78334517115232	3827
YLR297W	YLR297W	237005.99820672162	220.6338661192137	120149.2118769816	105.96697226379202	1577
YGR032W	GSC2	246397.72182408161	220.65946389387756	141859.29588734696	129.43215883673471	4900
YDL052C	SLC1	254550.0983692636	220.72582855567413	155444.38101743153	136.39198954464604	2811
YNR044W	AGA1	254398.0698945768	220.74361526609226	121965.12163304612	106.3633941003548	1973
YLR364W	GRX8	249179.95246070618	220.7845280780182	259743.56780808655	226.8010754527335	3512
YKR007W	MEH1	224106.23301147026	220.85708230100798	116203.01247688565	113.57043940563086	2877
YJL085W	EXO70	244139.06967636987	220.89253149828767	133620.99517465752	121.9472797089041	3504
YJL042W	MHP1	257658.961821485	220.90503591100577	117180.77354133755	102.49602409162718	3798
YKR080W	MTD1	244239.09572313493	220.90790167250202	172855.8488990035	155.40451412604364	3713
