ORF	Gene	Total Intensity 488nm	Mean Intensity 488nm	Total Intensity 561nm	Mean Intensity 561nm	Cell Count
YPL160W	CDC60	233994.61934737486	239.93337046092796	193439.74644871795	196.69257498778998	3276
YLR104W	LCL2	266367.06961938704	239.95219410548825	135549.24457091946	121.17354657163223	2806
YFL017C	GNA1	240244.41943678685	239.95539816978547	189332.7833436787	187.69586515289822	2191
YBR260C	RGD1	275251.6235919755	239.9606189017341	146943.65118055083	129.2286180550833	2941
YGR015C	YGR015C	263998.36315201654	239.96658965873834	123839.8004384695	112.32773353671148	967
YHR193C	EGD2	242510.8397988737	239.9710501340842	245035.23696647896	237.4159397130598	3729
YHR147C	MRPL6	256093.37338724168	239.98601195417788	244435.49501617253	229.39428368823002	2226
YDR131C	YDR131C	243854.7084007116	239.9936786902379	110368.4053546809	108.63107366244164	4497
YLR211C	ATG38	236303.5088724905	239.99657769669017	137106.6611692892	138.13078049647314	3686
YNR034W	SOL1	233850.6080253421	240.00343883172835	139648.63785453624	143.75763699695892	3946
YHR009C	TDA3	228440.35180727686	240.00668709778282	148744.41007561114	154.68819039226833	3518
YDR372C	VPS74	260806.5079990099	240.0078055148515	212719.03418019804	197.1401327970297	2020
YIL037C	PRM2	241776.98139833796	240.016219800554	129822.89102825485	129.41211148476455	3610
YIL071C	PCI8	224848.1849065899	240.02323350287907	112004.74471401153	118.80809024632117	3126
YMR295C	YMR295C	223916.52851904917	240.02987383914035	201513.36860957343	216.0888712829697	3071
YOR177C	MPC54	230928.78156641143	240.03846847636652	118719.85932611566	122.95566544758384	3787
YDR129C	SAC6	242162.60666824505	240.03973723586859	226409.34601065403	221.70373467002074	3379
YMR269W	TMA23	252092.99427540533	240.0437567755195	177417.10864261247	169.14407259419957	4379
YLR466W	YRF1-4	227080.7846447896	240.04747566633267	100795.09516983968	105.83093864729459	3992
YDL131W	LYS21	265290.97736309527	240.04819016071428	224919.57966011905	204.6915167202381	3360
YOR322C	LDB19	265944.8232659176	240.07105192451743	124416.68022183809	113.24816690290982	3471
YEL039C	CYC7	231198.23605405405	240.0726858731809	162301.92855769233	166.90214448804574	3848
YCL059C	KRR1	228024.9021518591	240.07675548727983	120282.09707553816	124.90426029354207	2555
YKL150W	MCR1	241486.35454786662	240.08876485120112	415872.98858013627	421.06859475080677	2789
YMR252C	YMR252C	262095.57998413485	240.09031793257313	400556.19190282596	370.61195185919684	2017
YML116W-A	YML116W-A	236413.19140918902	240.0933633302498	101592.83535800184	102.96986891766883	3243
YPL224C	MMT2	245945.92934647552	240.09756490442052	110920.37935842294	107.61481229390681	1674
YIL135C	VHS2	238917.5046579993	240.1041045503792	118997.92525604911	119.38870512459373	2769
YIL125W	KGD1	253804.9839431818	240.1051694012238	402691.0777797203	357.8332347027972	2288
YOL096C	COQ3	222042.67056790122	240.10864140841522	204270.69369916857	214.39402868480727	3969
YOR058C	ASE1	280117.3122310068	240.11238252625077	122583.31504014824	104.42831284743669	1619
YGR250C	YGR250C	239085.7805861782	240.1158784512906	115491.6556919234	115.23990081598669	2402
YML035C	AMD1	231863.35954978355	240.1167902546473	135888.15161344537	140.74182712503185	3927
YMR098C	ATP25	264968.9345963818	240.1176929507174	216857.3412102308	197.22332834684968	1603
YBR254C	TRS20	258404.87022034408	240.13433388469664	114124.3220555388	106.76102713552672	3313
YPL227C	ALG5	286244.5659184804	240.13792292837357	164102.51055480808	137.34444684210524	2527
YPR066W	UBA3	280808.8311843214	240.14381733074183	131420.9825144153	113.35236315192745	3087
YLR420W	URA4	276346.3673471548	240.14768705337448	214680.04333480372	185.20873565946187	2267
YMR205C	PFK2	245019.94601459068	240.14927088894893	193593.22615077006	187.84495396379356	3701
YDL199C	YDL199C	253418.72947795663	240.15407452414277	130400.43735059483	124.09076139958012	2858
YPL239W	YAR1	240976.8893231612	240.15417681533646	187907.99559859154	184.07434253912362	2556
YEL052W	AFG1	264273.6469095982	240.15654210379464	331945.44825669646	305.61009441964285	1792
YLL006W	MMM1	235229.3042381954	240.1584418791818	119573.95889734276	119.10662810743644	5231
YNL177C	MRPL22	256949.5070042245	240.16328476161738	124109.25344477972	115.79126853349426	1657
YKL081W	TEF4	243888.793994257	240.16715684852835	204024.37842139267	198.89449961234743	2786
YPR058W	YMC1	250953.4168552015	240.16717890112463	174011.8866977507	164.26005476101219	4268
YML103C	NUP188	231978.54338143714	240.18585011077843	112768.87396047905	116.17044006886228	3340
YMR288W	HSH155	238415.61187566604	240.18628430195383	107286.90229769093	107.40865106927176	2815
YMR039C	SUB1	254789.76995044886	240.1945421508079	220506.63690987433	209.36673020466787	2785
YIR027C	DAL1	276186.2271700252	240.21179725440805	185374.7472833753	160.12010923803527	1588
YMR070W	MOT3	241820.07282904687	240.21294836611193	120168.81926928896	118.6986486686838	1322
YKL012W	PRP40	234899.55780809108	240.22183241105918	107011.26875991054	109.8187452510673	4919
YOL064C	MET22	242976.93031756044	240.22335254468982	158355.53201524712	155.9856505599369	3804
YPL064C	CWC27	257451.33557255677	240.23690174234946	178765.51686179664	166.54747994570582	2026
YJR056C	YJR056C	240523.94973719565	240.24076752728797	123015.76741981528	122.85589025188916	2382
YLR201C	COQ9	241543.32323328228	240.2494645788668	356280.8796875957	353.4618414293007	1959
YMR310C	YMR310C	258684.49808577	240.25323224171538	227400.35012735543	204.49435588044184	3078
YBR221W-A	YBR221W-A	246235.27148863635	240.26813962121213	156863.46436316287	152.54459608428033	4224
YOR291W	YPK9	282131.5667444353	240.28089926215992	147282.8277114592	126.2987736768343	2426
YLR258W	GSY2	217235.07264216096	240.28461570593151	160364.8679871902	175.59079400724033	3591
YPR073C	LTP1	238439.21644241037	240.3155583829138	257334.81645614037	259.1232215026697	2622
YHR108W	GGA2	282511.1802825526	240.31909691995574	201403.17073773514	170.80889020287717	2711
YGL146C	RRT6	281695.02311930584	240.32272399132322	118933.81036070653	102.81611409048652	3227
YOR172W	YRM1	258718.48189492116	240.3237211418564	121980.70894921191	113.81748111383537	2855
YDR293C	SSD1	272511.929405097	240.32946123240777	156175.4115070369	136.75289674400915	2629
YOR336W	KRE5	256296.04427088404	240.3346981914031	133313.5092887267	125.05842421330088	2466
YFR034C	PHO4	254968.19508003516	240.33796529023746	129219.73408003517	121.45764965699209	2274
YOR237W	HES1	284661.22031529614	240.35575564550487	154872.0469237324	131.70320437153813	2347
YNR020C	ATP23	235731.77042776957	240.36473628360412	101377.30576838997	102.96784370753323	3385
YDR103W	STE5	275827.4358914668	240.36990648446715	129129.46600943766	113.35768633503736	2543
YGL191W	COX13	228669.45688450825	240.3745096828798	307165.62288536533	324.0026953931862	4667
YLR313C	SPH1	248407.5095264074	240.38478232733604	106203.83781021474	102.9441351334881	3446
YNL136W	EAF7	263614.47230309335	240.38590287756693	113735.51259370938	104.95109144788147	3847
YBR154C	RPB5	239359.5360816641	240.38879849768878	188428.89837596304	189.67416810477658	2596
YLR264C-A	YLR264C-A	243626.0721950775	240.39592835460346	104738.42297721058	102.67514817228806	2194
YER006W	NUG1	261341.71533230453	240.39649815072016	134032.78389300412	123.8675878420782	3888
YDR207C	UME6	245620.42727417746	240.39909719341972	131021.19947158523	126.70601869890329	2006
YOR171C	LCB4	274171.09292143944	240.40454454130767	158908.6567308667	139.5117564977192	1973
YLR164W	SHH4	251084.816453119	240.42293840030615	200201.8457168006	193.16156774205893	2613
YER031C	YPT31	257116.29689106144	240.42545860335196	202523.90480260705	191.41261995111734	4296
YML062C	MFT1	261190.62797652898	240.4296678853532	140034.29763484542	130.20631862784924	4431
YNL041C	COG6	268580.4672122711	240.43219465611082	135008.90854824343	121.03797340920337	2021
YML021C	UNG1	251880.91459100644	240.44472116107542	166293.04738615276	159.60950064715678	4203
YIL040W	APQ12	259719.42366655552	240.44865632544182	131223.1407555852	122.1238034144715	2999
YNL152W	INN1	252865.63592914143	240.45517456431537	129793.61120651134	123.45079166932652	3133
YDR038C	ENA5	252609.67878922934	240.46354235840298	108134.34171587744	102.72537609718354	3231
YLR260W	LCB5	258359.90743799324	240.4643161837655	150458.51400450958	140.62065151071027	3548
YDR370C	DXO1	235550.87369556839	240.4672153468208	111000.51764932561	112.73696517662171	3114
YGR168C	YGR168C	275458.4017595514	240.4714268384157	133584.36596915527	118.2074283911672	2853
YER093C-A	AIM11	276729.419657468	240.47153821052632	118697.34167112375	104.41838115220484	3515
YKL214C	YRA2	281625.91144557507	240.48072506321307	254602.86942090656	216.1118682855381	3243
YFL054C	AQY3	246677.7301874466	240.4811856789069	121136.90419641334	116.78613532023911	4684
YGR061C	ADE6	273929.90417683683	240.50074988169365	202677.47879452055	176.77800237235368	1606
YLL063C	AYT1	258644.92383009568	240.50227850101479	116134.04702986372	109.1908288895332	3449
YOR083W	WHI5	274629.40931589896	240.50861366121842	139440.40004279345	122.46034693907875	3365
YKL121W	DGR2	235350.28121000368	240.5117475579257	114950.09600073558	116.17106556454578	2719
YOL045W	PSK2	249632.11216037947	240.51339808899934	120785.10979534674	117.04361592726451	4427
YCR047C	BUD23	256971.35553540822	240.51593151105098	124616.79247451511	117.06308749210645	2217
YOR242C	SSP2	266627.26431791304	240.5169034226087	113544.2400132174	103.28935887652175	2875
YJL002C	OST1	222876.01759485021	240.52519965055174	110597.4729132948	118.83999466368891	3806
YGR235C	MIC26	280624.637885344	240.53445821036888	155634.7073868395	134.0377749900299	2006
YMR028W	TAP42	269223.1996414721	240.53666419865453	155557.44440759794	139.04925803719826	2527
YMR094W	CTF13	226499.86886161187	240.540751495228	100912.60603552492	106.57433382025451	3772
YNL310C	ZIM17	283714.7403220422	240.54944168384878	325296.242125675	276.12928557191947	2037
YGL167C	PMR1	270851.4710359452	240.5692807421774	171642.08557848464	153.4634196922679	3867
YLR034C	SMF3	268155.3244502488	240.596100460199	153239.99810074628	137.8905889800995	3216
YPR162C	ORC4	253612.36854224987	240.62621506480042	117792.63038258164	111.5314134992224	1929
YJR052W	RAD7	238217.9025191083	240.62900896496814	110577.48133996814	110.7991890843949	2512
YLL041C	SDH2	257195.94246670665	240.63229099580084	218367.6194913017	199.53236707858426	1667
YGR201C	YGR201C	239709.6669686941	240.64942136404295	275790.11485957063	276.0397022898032	2236
YGL111W	NSA1	264747.388116913	240.66014131034484	118811.2236275862	109.23610220689656	3045
YHR213W-A	YHR213W-A	240775.94078034683	240.66020315992293	103223.28708863199	102.30174000963392	3114
YIL073C	SPO22	237788.5546618141	240.6647171444569	117596.59853527436	118.01132652855543	1786
YNL316C	PHA2	250939.11388705648	240.66487230884556	151724.80773713143	144.3540063418291	2001
YOR280C	FSH3	285720.7048875	240.67115662946426	256109.4490857143	212.26171216517858	2240
YGR085C	RPL11B	240073.86361271676	240.68033833092485	250308.5554706166	247.75452468930635	4152
YJR135C	MCM22	234374.10564139593	240.70148620216608	107803.51357737665	110.73995306137185	4155
YLR144C	ACF2	215021.3400121184	240.70162160801678	115915.91789932417	129.11543984852017	4291
YLR395C	COX8	283889.47719414893	240.70914743351065	321871.4212712766	275.07389490691486	752
YDR239C	YDR239C	259616.8746221409	240.71071945410188	128464.57205184508	119.89463322354376	3279
YKL091C	YKL091C	229355.921522237	240.71107896671106	141602.589351265	150.04615105725696	3755
YPL222W	FMP40	253304.83050066754	240.71301785714286	369284.89451001334	337.395215894526	1498
YPL272C	PBI1	262304.7583661096	240.72044638165568	114149.8958841819	105.29608650213758	2573
YDR362C	TFC6	265371.55658260285	240.7242311508204	135462.90706450888	124.02526612272419	4449
YJR090C	GRR1	262019.30615010424	240.7309228769979	121972.22233495483	111.88627766504516	1439
YPR116W	RRG8	261172.79006213177	240.73136344402786	169017.2006234601	154.97964041778252	1867
YOL131W	YOL131W	248149.19866140018	240.73640450830837	160009.57554780712	155.32711588395534	3671
YLR312C	ATG39	238725.67432890576	240.75485482605944	116137.26752941175	116.55313490196079	1581
YPL190C	NAB3	266087.08620193636	240.76239815698477	131368.5234536653	118.90796949861688	2892
YER039C-A	YER039C-A	271695.8732070041	240.7748532669705	114026.59603262173	102.19487240585272	4169
YBR256C	RIB5	221405.28793348803	240.7938891080175	94667.7146465584	102.2440794354215	3879
YER044C-A	MEI4	239475.3936912138	240.79477009141695	103272.62876485525	103.97093758760792	1969
YLR394W	CST9	271982.3730616706	240.79927900858706	116571.72994691647	104.22529927400468	1281
YDR156W	RPA14	277115.82290331397	240.80588633071406	168450.7225227195	145.76515077895456	2927
YDR337W	MRPS28	256285.87374186664	240.81143272533333	260113.38351146667	237.89061406933334	1875
YML116W	ATR1	274088.3874960272	240.81282348467653	138282.12792395006	120.38553027241771	1762
YLR360W	VPS38	273107.9923757736	240.82187806366045	116704.7475923961	103.90995573386384	2262
YPR118W	MRI1	230886.44933566434	240.82596263986014	114022.81433006994	118.15887675874126	2860
YJR154W	YJR154W	217073.58548142645	240.82716106240713	117391.70059484892	129.5503061416543	4038
